tanggal,judul,link
2021-05-27,"[SALAH] Setelah Divaksin, Tubuh Punya Daya Magnetis dan Dapat Dikoneksikan ke Bluetooth",https://covid19.go.id/p/hoax-buster/salah-setelah-divaksin-tubuh-punya-daya-magnetis-dan-dapat-dikoneksikan-ke-bluetooth
2021-05-25,Awas Hoaks: Gejala Baru pada Virus COVID-19 yang Bermutasi,https://covid19.go.id/p/hoax-buster/awas-hoaks-gejala-baru-pada-virus-covid-19-yang-bermutasi
2021-05-25,[SALAH] Polisi Membubarkan Massa Aksi Bela Palestina di Solo dengan Tembakan,https://covid19.go.id/p/hoax-buster/salah-polisi-membubarkan-massa-aksi-bela-palestina-di-solo-dengan-tembakan
2021-05-24,"Awas Hoaks - ""Obat dan Bahan Herbal Mencegah COVID""",https://covid19.go.id/p/hoax-buster/awas-hoaks-obat-dan-bahan-herbal-mencegah-covid
2021-05-23,"[SALAH] Berada Di Sekitar Orang yang Baru Divaksin, Dapat Sebabkan Gangguan Menstruasi Pada Wanita",https://covid19.go.id/p/hoax-buster/salah-berada-di-sekitar-orang-yang-baru-divaksin-dapat-sebabkan-gangguan-menstruasi-pada-wanita
2021-05-23,[SALAH] Memakan Bawang Merah dan Meneteskan Air Perasan Lemon ke Hidung Dapat Mengobati Covid-19,https://covid19.go.id/p/hoax-buster/salah-memakan-bawang-merah-dan-meneteskan-air-perasan-lemon-ke-hidung-dapat-mengobati-covid-19
2021-05-21,[SALAH] Gubernur NTB Perbolehkan Mudik Warganya,https://covid19.go.id/p/hoax-buster/salah-gubernur-ntb-perbolehkan-mudik-warganya
2021-05-21,[SALAH] Vaksin Covid-19 Mengandung Microchip Magnetik,https://covid19.go.id/p/hoax-buster/salah-vaksin-covid-19-mengandung-microchip-magnetik
2021-05-20,[SALAH] Video “Warga Malaysia antri nginep di stadion shah alam…semua positif covid 19”,https://covid19.go.id/p/hoax-buster/salah-video-warga-malaysia-antri-nginep-di-stadion-shah-alamsemua-positif-covid-19
2021-05-20,[SALAH] Obat dan Bahan Herbal Mencegah Covid,https://covid19.go.id/p/hoax-buster/salah-obat-dan-bahan-herbal-mencegah-covid
2021-05-19,Awas Hoaks: Vaksin COVID-19 Beresiko Tinggi Bagi Perempuan yang Sedang Menstruasi,https://covid19.go.id/p/hoax-buster/awas-hoaks-vaksin-covid-19-beresiko-tinggi-bagi-perempuan-yang-sedang-menstruasi
2021-05-19,"[SALAH] Demi Mengelabui Petugas, Pemudik Nekat Menyamar Menjadi Gorila",https://covid19.go.id/p/hoax-buster/salah-demi-mengelabui-petugas-pemudik-nekat-menyamar-menjadi-gorila
2021-05-18,[SALAH] Jumlah Kasus COVID-19 di JATIM Meledak,https://covid19.go.id/p/hoax-buster/salah-jumlah-kasus-covid-19-di-jatim-meledak
2021-05-14,Awas Hoaks: Video Iring-Iringan Presiden Jokowi Pulang Kampung,https://covid19.go.id/p/hoax-buster/awas-hoaks-video-iring-iringan-presiden-jokowi-pulang-kampung
2021-05-14,[SALAH] Video Pernyataan “Netanyahu Akan Membunuh Muslim dengan Vaksin”,https://covid19.go.id/p/hoax-buster/salah-video-pernyataan-netanyahu-akan-membunuh-muslim-dengan-vaksin
2021-05-14,[SALAH] Vaksin Covid-19 Beresiko Tinggi Bagi Perempuan yang Sedang Menstruasi,https://covid19.go.id/p/hoax-buster/salah-vaksin-covid-19-beresiko-tinggi-bagi-perempuan-yang-sedang-menstruasi
2021-05-14,"[SALAH] Video “Presiden Jokowi Pulang Kampung, Dia yg larang, dia yg melanggar”",https://covid19.go.id/p/hoax-buster/salah-video-presiden-jokowi-pulang-kampung-dia-yg-larang-dia-yg-melanggar
2021-05-12,[SALAH] Video “pemudik lewat sungai”,https://covid19.go.id/p/hoax-buster/salah-video-pemudik-lewat-sungai
2021-05-12,[SALAH] Foto “resiko mudik menghindari razia dengan mencari jalan tikus”,https://covid19.go.id/p/hoax-buster/salah-foto-resiko-mudik-menghindari-razia-dengan-mencari-jalan-tikus
2021-05-11,[SALAH] Video “RI 1 Pulang kampung”,https://covid19.go.id/p/hoax-buster/salah-video-ri-1-pulang-kampung
2021-05-11,"[SALAH] Indonesia berduka, 10 Dokter meninggal pada hari yang sama akibat terinfeksi Covid-19",https://covid19.go.id/p/hoax-buster/salah-indonesia-berduka-10-dokter-meninggal-pada-hari-yang-sama-akibat-terinfeksi-covid-19
2021-05-10,[SALAH] Mengonsumsi Air Hangat dan Berkumur Dengan Air Garam Dapat Hilangkan Virus Corona,https://covid19.go.id/p/hoax-buster/salah-mengonsumsi-air-hangat-dan-berkumur-dengan-air-garam-dapat-hilangkan-virus-corona
2021-05-09,[SALAH] Video Warga Mudik Lewat Sungai,https://covid19.go.id/p/hoax-buster/salah-video-warga-mudik-lewat-sungai
2021-05-09,[SALAH] Video Kemacetan Jalan Tikus yang Dipenuhi Pemudik,https://covid19.go.id/p/hoax-buster/salah-video-kemacetan-jalan-tikus-yang-dipenuhi-pemudik
2021-05-09,[SALAH] Video Warga India Menyerang Kendaraan Tenaga Medis dan Menolak PCR,https://covid19.go.id/p/hoax-buster/salah-video-warga-india-menyerang-kendaraan-tenaga-medis-dan-menolak-pcr
2021-05-08,[SALAH] Mendeteksi Virus Corona dengan Menahan Napas 10 Detik,https://covid19.go.id/p/hoax-buster/salah-mendeteksi-virus-corona-dengan-menahan-napas-10-detik
2021-05-08,"[SALAH] Karena Suramadu Ditutup, Para Pemudik Terpaksa Berenang di Laut",https://covid19.go.id/p/hoax-buster/salah-karena-suramadu-ditutup-para-pemudik-terpaksa-berenang-di-laut
2021-05-07,Awas Hoaks - 10 Dokter Wafat karena COVID-19 dalam Waktu 24 Jam setelah Disuntik Vaksin,https://covid19.go.id/p/hoax-buster/awas-hoaks-10-dokter-wafat-karena-covid-19-dalam-waktu-24-jam-setelah-disuntik-vaksin
2021-05-06,Awas Hoaks - Video Mudik Lebaran Diperbolehkan,https://covid19.go.id/p/hoax-buster/awas-hoaks-video-mudik-lebaran-diperbolehkan
2021-05-06,[SALAH] Foto “Persiapan penutupan jalan tanggal 6 mei”,https://covid19.go.id/p/hoax-buster/salah-foto-persiapan-penutupan-jalan-tanggal-6-mei
2021-05-05,Awas Hoaks - Kemenhub jadikan Larangan Mudik Ladang Bisnis dengan Jualan Stiker Khusus Bus,https://covid19.go.id/p/hoax-buster/awas-hoaks-kemenhub-jadikan-larangan-mudik-ladang-bisnis-dengan-jualan-stiker-khusus-bus
2021-05-05,[SALAH] Foto Hasil CT Scan Paru-Paru Orang Yang Telah Divaksin dan Belum Divaksin,https://covid19.go.id/p/hoax-buster/salah-foto-hasil-ct-scan-paru-paru-orang-yang-telah-divaksin-dan-belum-divaksin
2021-05-04,[SALAH] Foto “Kremasi massal saat melonjaknya jumlah kasus infeksi Covid-19 India”,https://covid19.go.id/p/hoax-buster/salah-foto-kremasi-massal-saat-melonjaknya-jumlah-kasus-infeksi-covid-19-india
2021-05-03,[SALAH] Akun Facebook Wali Kota Bogor Tawarkan Bantuan Modal Usaha,https://covid19.go.id/p/hoax-buster/salah-akun-facebook-wali-kota-bogor-tawarkan-bantuan-modal-usaha
2021-05-03,"[SALAH] Covid-19 Adalah Bakteri yang Terpapar Radiasi, Sumber: Kementerian Kesehatan Rusia",https://covid19.go.id/p/hoax-buster/salah-covid-19-adalah-bakteri-yang-terpapar-radiasi-sumber-kementerian-kesehatan-rusia
2021-05-02,[SALAH] Video “Seseorang yang wafat karena terinfeksi virus Covid-19 mempercayakan teman baiknya untuk membuang uangnya di Times Square di New York”,https://covid19.go.id/p/hoax-buster/salah-video-seseorang-yang-wafat-karena-terinfeksi-virus-covid-19-mempercayakan-teman-baiknya-untuk-membuang-uangnya-di-times-square-di-new-york
2021-05-01,[SALAH] “Tol Pejagan Brebes Di Tutup Total”,https://covid19.go.id/p/hoax-buster/salah-tol-pejagan-brebes-di-tutup-total
2021-04-30,[SALAH] Sri Sultan: Saya Tidak Manut ke Jokowi Terkait Larangan Takbir Keliling 2021,https://covid19.go.id/p/hoax-buster/salah-sri-sultan-saya-tidak-manut-ke-jokowi-terkait-larangan-takbir-keliling-2021
2021-04-30,"[SALAH] Foto “AKHIRNYA, LARANGAN MUDIK DICABUT”",https://covid19.go.id/p/hoax-buster/salah-foto-akhirnya-larangan-mudik-dicabut
2021-04-29,[SALAH] Sebuah Peralatan Telekomunikasi Bertuliskan “COV-19” Siap Dipasang di Tiang Pemancar 5G,https://covid19.go.id/p/hoax-buster/salah-sebuah-peralatan-telekomunikasi-bertuliskan-cov-19-siap-dipasang-di-tiang-pemancar-5g
2021-04-29,[SALAH] Foto Syuting Film Horor agar Masyarakat Indonesia Mau Divaksin,https://covid19.go.id/p/hoax-buster/salah-foto-syuting-film-horor-agar-masyarakat-indonesia-mau-divaksin
2021-04-27,[SALAH] Bantuan Dana dari BPJS Kesehatan,https://covid19.go.id/p/hoax-buster/salah-bantuan-dana-dari-bpjs-kesehatan
2021-04-26,Awas Hoaks: Alat Rapid Test Antigen Menunjukkan Hasil Positif saat Diteteskan Air Keran,https://covid19.go.id/p/hoax-buster/awas-hoaks-alat-rapid-test-antigen-menunjukkan-hasil-positif-saat-diteteskan-air-keran
2021-04-25,[SALAH] Bantuan Sosial Tunai (BST) 600 Ribu Sudah Dapat Dicairkan,https://covid19.go.id/p/hoax-buster/salah-bantuan-sosial-tunai-bst-600-ribu-sudah-dapat-dicairkan
2021-04-25,[SALAH] Foto Seorang Lansia Menggunakan Alat Bantu Pernapasan di Jalan karena Kasus Covid-19 di India Meningkat Drastis,https://covid19.go.id/p/hoax-buster/salah-foto-seorang-lansia-menggunakan-alat-bantu-pernapasan-di-jalan-karena-kasus-covid-19-di-india-meningkat-drastis
2021-04-24,[SALAH] Ketua DPRD Mimika Meninggal Akibat Vaksin,https://covid19.go.id/p/hoax-buster/salah-ketua-dprd-mimika-meninggal-akibat-vaksin
2021-04-24,[SALAH] Link Bantuan Pulsa 200 Ribu dan Kuota 105 GB dari Kemendikbud,https://covid19.go.id/p/hoax-buster/salah-link-bantuan-pulsa-200-ribu-dan-kuota-105-gb-dari-kemendikbud
2021-04-24,Awas Hoaks: Makan Bawang Mentah dan Garam Bisa Ubah Positif COVID-19 Menjadi Negatif Setelah 15 Menit,https://covid19.go.id/p/hoax-buster/awas-hoaks-makan-bawang-mentah-dan-garam-bisa-ubah-positif-covid-19-menjadi-negatif-setelah-15-menit
2021-04-24,"[SALAH] Video “ini terjadi di India, varian baru menyebabkan happy hypoxia”",https://covid19.go.id/p/hoax-buster/salah-video-ini-terjadi-di-india-varian-baru-menyebabkan-happy-hypoxia
2021-04-23,"[SALAH] Menghirup Kapur Barus, Cengkeh, Biji Karom, dan Minyak Kayu Putih dapat Meredakan Sesak Nafas Akibat Infeksi COVID-19",https://covid19.go.id/p/hoax-buster/salah-menghirup-kapur-barus-cengkeh-biji-karom-dan-minyak-kayu-putih-dapat-meredakan-sesak-nafas-akibat-infeksi-covid-19
2021-04-23,[SALAH] Foto Seorang Anak Memberikan Masker Gratis Kepada Warga Tidak Mampu,https://covid19.go.id/p/hoax-buster/salah-foto-seorang-anak-memberikan-masker-gratis-kepada-warga-tidak-mampu
2021-04-21,[SALAH] Video “salah satu pejabat pemerintah Denmark meregang nyawa saat mengumumkan pelarangan vax astrazeneca”,https://covid19.go.id/p/hoax-buster/salah-video-salah-satu-pejabat-pemerintah-denmark-meregang-nyawa-saat-mengumumkan-pelarangan-vax-astrazeneca
2021-04-21,[SALAH] Makan Bawang Mentah dan Garam bisa Ubah Positif Covid-19 Menjadi Negatif setelah 15 Menit,https://covid19.go.id/p/hoax-buster/salah-makan-bawang-mentah-dan-garam-bisa-ubah-positif-covid-19-menjadi-negatif-setelah-15-menit
2021-04-21,"[SALAH] Kenaikan Limfosit Usai Vaksin, Sebabkan Kematian",https://covid19.go.id/p/hoax-buster/salah-kenaikan-limfosit-usai-vaksin-sebabkan-kematian
2021-04-20,[SALAH] Video Membuang Uang di Times Square untuk Teman Baiknya yang Meninggal karena Covid-19,https://covid19.go.id/p/hoax-buster/salah-video-membuang-uang-di-times-square-untuk-teman-baiknya-yang-meninggal-karena-covid-19
2021-04-19,"Awas Hoaks: ""Asidosis Laktat Sebabkan Hasil Tes PCR Selalu Positif COVID-19""",https://covid19.go.id/p/hoax-buster/awas-hoaks-asidosis-laktat-sebabkan-hasil-tes-pcr-selalu-positif-covid-19
2021-04-19,[SALAH] Video Seorang Kakek Ditahan Karena Tidak Memakai Masker Setelah Vaksinasi,https://covid19.go.id/p/hoax-buster/salah-video-seorang-kakek-ditahan-karena-tidak-memakai-masker-setelah-vaksinasi
2021-04-19,[SALAH] Seluruh Hewan Percobaan Vaksin Covid-19 Terbukti Mati Karena Suntik Vaksin,https://covid19.go.id/p/hoax-buster/salah-seluruh-hewan-percobaan-vaksin-covid-19-terbukti-mati-karena-suntik-vaksin
2021-04-19,[SALAH] Tim Vaksinasi GSP Cari Data Penerima Vaksin,https://covid19.go.id/p/hoax-buster/salah-tim-vaksinasi-gsp-cari-data-penerima-vaksin
2021-04-19,[SALAH] Bantuan Kuota 95Gb dan Pulsa Gratis dari Kemendikbud,https://covid19.go.id/p/hoax-buster/salah-bantuan-kuota-95gb-dan-pulsa-gratis-dari-kemendikbud
2021-04-18,"Awas Disinformasi: ""Vaksin COVID-19 Sinovac Ilegal karena Tak Bersertifikasi WHO""",https://covid19.go.id/p/hoax-buster/awas-disinformasi-vaksin-covid-19-sinovac-ilegal-karena-tak-bersertifikasi-who
2021-04-17,"Awas Hoaks - ""Positif Covid Disebabkan oleh Kekurangan Vitamin, Bukan oleh Virus""",https://covid19.go.id/p/hoax-buster/awas-hoaks-positif-covid-disebabkan-oleh-kekurangan-vitamin-bukan-oleh-virus
2021-04-17,[SALAH] Bupati Bojonegoro Sebar Bantuan UMKM,https://covid19.go.id/p/hoax-buster/salah-bupati-bojonegoro-sebar-bantuan-umkm
2021-04-16,"[SALAH] Positif Covid Disebabkan oleh Kekurangan Vitamin, Bukan oleh Virus",https://covid19.go.id/p/hoax-buster/salah-positif-covid-disebabkan-oleh-kekurangan-vitamin-bukan-oleh-virus
2021-04-16,"[SALAH] “vaksin korongna itu mRNA, ini bukan vaksin tapi terapi gen, mRNA ini jadi instruksi untuk menyebabkan mutasi”",https://covid19.go.id/p/hoax-buster/salah-vaksin-korongna-itu-mrna-ini-bukan-vaksin-tapi-terapi-gen-mrna-ini-jadi-instruksi-untuk-menyebabkan-mutasi
2021-04-16,[SALAH] WHO Ungkapkan Bahwa Hasil Tes PCR adalah Cacat,https://covid19.go.id/p/hoax-buster/salah-who-ungkapkan-bahwa-hasil-tes-pcr-adalah-cacat
2021-04-15,[SALAH] Kota Tarakan Kalimantan Utara Bebas Covid-19,https://covid19.go.id/p/hoax-buster/salah-kota-tarakan-kalimantan-utara-bebas-covid-19
2021-04-15,[SALAH] Tautan Pendaftaran Subsidi Listrik PLN,https://covid19.go.id/p/hoax-buster/salah-tautan-pendaftaran-subsidi-listrik-pln
2021-04-13,[SALAH] BPJS Indonesia Bagi Dana Bantuan dari Kantor Pusat,https://covid19.go.id/p/hoax-buster/salah-bpjs-indonesia-bagi-dana-bantuan-dari-kantor-pusat
2021-04-13,[SALAH] “Korban Vaksin Lagi. Kini anggota Brimob di Maluku”,https://covid19.go.id/p/hoax-buster/salah-korban-vaksin-lagi-kini-anggota-brimob-di-maluku
2021-04-13,[SALAH] Pemerintah Inggris Menurunkan Status Covid-19 Karena Covid-19 Bisa Sembuh dengan Paracetamol,https://covid19.go.id/p/hoax-buster/salah-pemerintah-inggris-menurunkan-status-covid-19-karena-covid-19-bisa-sembuh-dengan-paracetamol
2021-04-11,[SALAH] Penggunaan Masker dapat Menyebabkan Kematian Akibat Covid-19,https://covid19.go.id/p/hoax-buster/salah-penggunaan-masker-dapat-menyebabkan-kematian-akibat-covid-19
2021-04-10,[SALAH] Foto “Munarman udah divaksin”,https://covid19.go.id/p/hoax-buster/salah-foto-munarman-udah-divaksin
2021-04-10,Awas Hoaks: Masker impor dari China ada cacing/ulat,https://covid19.go.id/p/hoax-buster/awas-hoaks-masker-impor-dari-china-ada-cacingulat
2021-04-09,Awas Hoaks: Vaksin Sinovac Mandiri Seharga Rp.600 Ribu,https://covid19.go.id/p/hoax-buster/awas-hoaks-vaksin-sinovac-mandiri-seharga-rp600-ribu
2021-04-09,[SALAH] Pembersih Alat Rapid Test Corona Bisa Sebabkan Kanker,https://covid19.go.id/p/hoax-buster/salah-pembersih-alat-rapid-test-corona-bisa-sebabkan-kanker
2021-04-08,[SALAH] “Masker impor china ada cacing atau ulat”,https://covid19.go.id/p/hoax-buster/salah-masker-impor-china-ada-cacing-atau-ulat
2021-04-08,[SALAH] Muhammadiyah Larang Masyarakat dengan KTP Non-Islam Ikut Vaksin,https://covid19.go.id/p/hoax-buster/salah-muhammadiyah-larang-masyarakat-dengan-ktp-non-islam-ikut-vaksin
2021-04-08,[SALAH] Vaksin Melemahkan Kekuatan TNI,https://covid19.go.id/p/hoax-buster/salah-vaksin-melemahkan-kekuatan-tni
2021-04-07,"[SALAH] Artikel berjudul “China Tidak Bisa Berbohong Lagi, WHO Akhirnya Bongkar Asal Usul Virus Corona yang Sebenarnya, Benarkah Dunia Sudah Dibohongi Selama Ini?”",https://covid19.go.id/p/hoax-buster/salah-artikel-berjudul-china-tidak-bisa-berbohong-lagi-who-akhirnya-bongkar-asal-usul-virus-corona-yang-sebenarnya-benarkah-dunia-sudah-dibohongi-selama-ini
2021-04-06,"[SALAH] Video “Lebih banyak mayat bertumpuk akibat COVID, tapi salah satunya menghisap rokok”",https://covid19.go.id/p/hoax-buster/salah-video-lebih-banyak-mayat-bertumpuk-akibat-covid-tapi-salah-satunya-menghisap-rokok
2021-04-06,[SALAH] Website Portal Vaksin Covid-19 “corporate-realty.co”,https://covid19.go.id/p/hoax-buster/salah-website-portal-vaksin-covid-19-corporate-realtyco
2021-04-06,[SALAH] Vaksin Covid-19 Merusak Sel Otak dan Sel Darah,https://covid19.go.id/p/hoax-buster/salah-vaksin-covid-19-merusak-sel-otak-dan-sel-darah
2021-04-06,"Awas Hoaks: ""Pesan Singkat Mengatasnamakan Tim Vaksinasi""",https://covid19.go.id/p/hoax-buster/awas-hoaks-pesan-singkat-mengatasnamakan-tim-vaksinasi
2021-04-04,[SALAH] “Laboratorium biologi China di Wuhan dimiliki oleh Glaxosmithkline”,https://covid19.go.id/p/hoax-buster/salah-laboratorium-biologi-china-di-wuhan-dimiliki-oleh-glaxosmithkline
2021-04-02,[SALAH] “vaksin di Drive thrue banyak yg dibohongin Begini SDM kita”,https://covid19.go.id/p/hoax-buster/salah-vaksin-di-drive-thrue-banyak-yg-dibohongin-begini-sdm-kita
2021-04-01,[SALAH] GlaxoSmithKline (GSK) Pemilik Pfizer dan Laboratorium Virologi di Wuhan,https://covid19.go.id/p/hoax-buster/salah-glaxosmithkline-gsk-pemilik-pfizer-dan-laboratorium-virologi-di-wuhan
2021-03-31,[SALAH] Denda Mudik Rp100 Juta Pada 6-7 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-denda-mudik-rp100-juta-pada-6-7-mei-2021
2021-03-31,[SALAH] Kompensasi Biaya #dirumahaja sebesar Rp600.000 bagi yang telah memiliki e-KTP,https://covid19.go.id/p/hoax-buster/salah-kompensasi-biaya-dirumahaja-sebesar-rp600000-bagi-yang-telah-memiliki-e-ktp
2021-03-31,[SALAH] Bantuan Penanganan Covid-19 untuk Pondok Pesantren dan Panti Asuhan oleh Wakil Ketua DPRD Pasuruan,https://covid19.go.id/p/hoax-buster/salah-bantuan-penanganan-covid-19-untuk-pondok-pesantren-dan-panti-asuhan-oleh-wakil-ketua-dprd-pasuruan
2021-03-30,"[SALAH] Khawatir Tim Medis Lupa Jenis Vaksin yang Diberikan, Sertifikat Vaksin Harus Disimpan",https://covid19.go.id/p/hoax-buster/salah-khawatir-tim-medis-lupa-jenis-vaksin-yang-diberikan-sertifikat-vaksin-harus-disimpan
2021-03-30,[SALAH] Bantuan Pulsa dan Kuota Belajar Kemendikbud Periode Bulan Maret,https://covid19.go.id/p/hoax-buster/salah-bantuan-pulsa-dan-kuota-belajar-kemendikbud-periode-bulan-maret
2021-03-29,[SALAH] Ekstrak Nanas Bisa Dijadikan Obat Virus Corona,https://covid19.go.id/p/hoax-buster/salah-ekstrak-nanas-bisa-dijadikan-obat-virus-corona
2021-03-29,[SALAH] Nama AstraZeneca Memiliki Arti ‘Senjata yang Mematikan’,https://covid19.go.id/p/hoax-buster/salah-nama-astrazeneca-memiliki-arti-senjata-yang-mematikan
2021-03-28,[SALAH] “setelah vaksin Covid-19 selama 5 bulan tak boleh minum yg mengandung alkohol”,https://covid19.go.id/p/hoax-buster/salah-setelah-vaksin-covid-19-selama-5-bulan-tak-boleh-minum-yg-mengandung-alkohol
2021-03-26,Awas Hoaks: Pernyataan IDI terkait Pandemi COVID-19,https://covid19.go.id/p/hoax-buster/awas-hoaks-pernyataan-idi-terkait-pandemi-covid-19
2021-03-25,"[SALAH] Vaksin Berbasis mRna, Dapat Menyebabkan Kanker",https://covid19.go.id/p/hoax-buster/salah-vaksin-berbasis-mrna-dapat-menyebabkan-kanker
2021-03-25,[SALAH] “Yg vaksin jgn Lupa Kalau bisa sesuaikan Surat vaccine Nanti itu namanya sesuai Passport”,https://covid19.go.id/p/hoax-buster/salah-yg-vaksin-jgn-lupa-kalau-bisa-sesuaikan-surat-vaccine-nanti-itu-namanya-sesuai-passport
2021-03-25,Awas Misinformasi: Nama di Surat Vaksinasi Harus Sesuai dengan Paspor,https://covid19.go.id/p/hoax-buster/awas-misinformasi-nama-di-surat-vaksinasi-harus-sesuai-dengan-paspor
2021-03-24,Awas Hoaks - 17 Negara Melarang Penyebaran Vaksin AstraZeneca,https://covid19.go.id/p/hoax-buster/awas-hoaks-17-negara-melarang-penyebaran-vaksin-astrazeneca
2021-03-24,[SALAH] Video “kelakuan Yahudi ngebohongin dunia se olah² di vaccine padahal tdk”,https://covid19.go.id/p/hoax-buster/salah-video-kelakuan-yahudi-ngebohongin-dunia-se-olah-di-vaccine-padahal-tdk
2021-03-24,[SALAH] “Tulisan ini dari kawan-kawan komunitas IDI (Ikatan Dokter Indonesia)”,https://covid19.go.id/p/hoax-buster/salah-tulisan-ini-dari-kawan-kawan-komunitas-idi-ikatan-dokter-indonesia
2021-03-23,[SALAH] Tentara Angkatan Laut Australia Mengalami Efek Samping Parah setelah Divaksin Covid-19,https://covid19.go.id/p/hoax-buster/salah-tentara-angkatan-laut-australia-mengalami-efek-samping-parah-setelah-divaksin-covid-19
2021-03-22,[SALAH] Pengumuman Jadwal Vaksinasi untuk Umum di Wilayah Jawa Barat Maret 2021 oleh Gubernur,https://covid19.go.id/p/hoax-buster/salah-pengumuman-jadwal-vaksinasi-untuk-umum-di-wilayah-jawa-barat-maret-2021-oleh-gubernur
2021-03-21,[SALAH] Foto Gubernur Korea Selatan Menggunakan Jaket saat Divaksin,https://covid19.go.id/p/hoax-buster/salah-foto-gubernur-korea-selatan-menggunakan-jaket-saat-divaksin
2021-03-21,[SALAH] 17 Negara Melarang Penyebaran Vaksin AstraZeneca,https://covid19.go.id/p/hoax-buster/salah-17-negara-melarang-penyebaran-vaksin-astrazeneca
2021-03-19,Awas Hoaks - “Vaksin Sinovac Kadaluwarsa 25 Maret 2021 dan Dibuat Sebelum Pandemi”,https://covid19.go.id/p/hoax-buster/awas-hoaks-vaksin-sinovac-kadaluwarsa-25-maret-2021-dan-dibuat-sebelum-pandemi
2021-03-17,[SALAH] “TELAH DIBUKA GELOMBANG KE-2 Kuota Internet Free dari Operator!”,https://covid19.go.id/p/hoax-buster/salah-telah-dibuka-gelombang-ke-2-kuota-internet-free-dari-operator
2021-03-17,Awas Hoaks - “Tautan untuk Subsidi Kuota Internet dan Pulsa Kemendikbud”,https://covid19.go.id/p/hoax-buster/awas-hoaks-tautan-untuk-subsidi-kuota-internet-dan-pulsa-kemendikbud
2021-03-17,[SALAH] Episode Sitkom Bajaj Bajuri Ramalkan Virus Corona Tahun 2021,https://covid19.go.id/p/hoax-buster/salah-episode-sitkom-bajaj-bajuri-ramalkan-virus-corona-tahun-2021
2021-03-16,[SALAH] “YANG SUDAH DIVACCINE TANYA KE PEMERINTAH APAKAH ADA JAWABAN LAIN”,https://covid19.go.id/p/hoax-buster/salah-yang-sudah-divaccine-tanya-ke-pemerintah-apakah-ada-jawaban-lain
2021-03-16,[SALAH] Tidak Ada Kasus Covid-19 di Bhutan karena Penduduknya Vegetarian,https://covid19.go.id/p/hoax-buster/salah-tidak-ada-kasus-covid-19-di-bhutan-karena-penduduknya-vegetarian
2021-03-16,[SALAH] Vaksin Sinovac Kadaluwarsa 25 Maret 2021 dan Dibuat Sebelum Pandemi,https://covid19.go.id/p/hoax-buster/salah-vaksin-sinovac-kadaluwarsa-25-maret-2021-dan-dibuat-sebelum-pandemi
2021-03-16,"Awas Hoaks - “Vaksin Sinovac, Vaksin Yang Sebenarnya Diperuntukkan Untuk Ayam”",https://covid19.go.id/p/hoax-buster/awas-hoaks-vaksin-sinovac-vaksin-yang-sebenarnya-diperuntukkan-untuk-ayam
2021-03-15,[SALAH] Video “Presiden Jokowi Ingatkan OJK/SWI||Jangan Menyusahkan Rakyat Di Masa Sulit”,https://covid19.go.id/p/hoax-buster/salah-video-presiden-jokowi-ingatkan-ojkswijangan-menyusahkan-rakyat-di-masa-sulit
2021-03-15,"Awas Hoaks - ""Bantuan Sosial Finansial dari BPJS""",https://covid19.go.id/p/hoax-buster/awas-hoaks-bantuan-sosial-finansial-dari-bpjs
2021-03-14,[SALAH] Tautan Subsidi Kuota Internet dan Pulsa Kemendikbud,https://covid19.go.id/p/hoax-buster/salah-tautan-subsidi-kuota-internet-dan-pulsa-kemendikbud
2021-03-14,[SALAH] Vaksinasi Covid-19 untuk Warga Non DKI Jakarta di Istora Senayan,https://covid19.go.id/p/hoax-buster/salah-vaksinasi-covid-19-untuk-warga-non-dki-jakarta-di-istora-senayan
2021-03-14,"Awas Hoaks - ""Lebih Mudah Terinfeksi COVID-19 Setelah Divaksin""",https://covid19.go.id/p/hoax-buster/awas-hoaks-lebih-mudah-terinfeksi-covid-19-setelah-divaksin
2021-03-13,[SALAH] Pesan Berantai Whatsapp Bantuan Sosial Finansial Rp3.550.000 Dari BPJS Kesehatan,https://covid19.go.id/p/hoax-buster/salah-pesan-berantai-whatsapp-bantuan-sosial-finansial-rp3550000-dari-bpjs-kesehatan
2021-03-13,"[SALAH] “Vaksin Sinovac, Vaksin yg sebenarnya di peruntukkan untuk ayam”",https://covid19.go.id/p/hoax-buster/salah-vaksin-sinovac-vaksin-yg-sebenarnya-di-peruntukkan-untuk-ayam
2021-03-12,[SALAH] Rusia Menemukan bahwa Covid-19 Tidak Disebabkan oleh Virus,https://covid19.go.id/p/hoax-buster/salah-rusia-menemukan-bahwa-covid-19-tidak-disebabkan-oleh-virus
2021-03-12,"[SALAH] Bio Farma Mengadakan Vaksinasi Covid-19 pada Jumat, 12 Maret 2021",https://covid19.go.id/p/hoax-buster/salah-bio-farma-mengadakan-vaksinasi-covid-19-pada-jumat-12-maret-2021
2021-03-11,[SALAH] Vaksin Sinovac berisikan Virus Hidup yang dilemahkan serta mengandung Sel Vero dan Bahan-Bahan Berbahaya,https://covid19.go.id/p/hoax-buster/salah-vaksin-sinovac-berisikan-virus-hidup-yang-dilemahkan-serta-mengandung-sel-vero-dan-bahan-bahan-berbahaya
2021-03-11,[SALAH] Video “Vaksinasi di.mall T.Anggrek”,https://covid19.go.id/p/hoax-buster/salah-video-vaksinasi-dimall-tanggrek
